S_No,State,District,Block_Talu,Village,Latitude,Longitude,Elevation_,Aquifer_11,Aquifer_12,AquiferCod
243,Tamil Nadu,Theni,Andipatti,TEKKAMPATTI,9.951074,77.533657,448.0,17.0,17,GN03
244,Tamil Nadu,Theni,Theni,THENI EW (RMC),10.0337,77.4834,318.0,12.0,12,GN03
245,Tamil Nadu,Theni,Theni,THENI OW (RMC GOWDON),10.0337,77.4834,318.0,17.5,18,GN03
246,Tamil Nadu,Theni,Uthamapalayam,UTHAMAPALAYAM,9.817444,77.327019,387.0,18.0,18,GN03
247,Tamil Nadu,Theni,Chinnamanur,KAMATCHIPURAM TNEB EW,9.8663,77.456,349.0,18.0,18,GN03
248,Tamil Nadu,Theni,Chinnamanur,KAMATCHIPURAM TNEB OW,9.8663,77.456,349.0,18.0,18,GN03
249,Tamil Nadu,Thoothukudi,Ottapidaram,Eppodumvenran (GHSS) EW,9.0202,78.0469,35.0,17.5,18,CK01
250,Tamil Nadu,Thoothukudi,Kathyar,KALANKARIYANPATTI EW,9.1358,77.7392,112.0,21.0,21,GN03
251,Tamil Nadu,Thoothukudi,Kayathar,KAMANAYAKKANPATTI,9.07663,77.93606,65.0,6.0,6,CK01
252,Tamil Nadu,Thoothukudi,Kayathar,KARISALKULAM EW,9.0063,77.7877,75.0,16.2,16,CK01
253,Tamil Nadu,Thoothukudi,Ottapldaram,KURUKKUSALAI,8.9319,78.086,27.0,23.0,23,CK01
254,Tamil Nadu,Thoothukudi,Kovilpatti,MELAERAL,9.107582,78.006526,59.0,12.0,12,CK01
255,Tamil Nadu,Thoothukudi,Ottapidaram,OTTANATHAM EW,8.9068,78.0195,69.0,14.0,14,CK01
256,Tamil Nadu,Thoothukudi,Thievaseyal puram,SEKKARAKUDI,8.79192,77.9522,34.0,6.0,6,CK01
257,Tamil Nadu,Thoothukudi,Ottapldaram,SILLANGULAM,8.961257,77.94262,74.0,7.0,7,GN03
258,Tamil Nadu,Thoothukudi,Vilathikulam,SIVAGNANAPURAM (G. HS. S) OW,9.05447,78.08671,43.0,6.0,6,CK01
259,Tamil Nadu,Thoothukudi,Vilathikulam,SIVAGNANAPURAM EW,9.05467,78.08661,40.0,6.0,6,CK01
260,Tamil Nadu,Tiruchirappalli,Manachanallur,S. AYYAMPALAYAM,10.9417,78.725,82.5,12.3,12,GN03
261,Tamil Nadu,Tiruchirappalli,Musiri,Amoor,10.9183,78.5333,83.0,22.4,22,GN03
262,Tamil Nadu,Tiruchirappalli,Musiri,Amoor OW,10.9183,78.5333,83.0,20.4,20,GN03
263,Tamil Nadu,Tiruchirappalli,Manikandam,Ariyavoor,10.7542,78.5833,94.0,20.0,20,GN03
264,Tamil Nadu,Tiruchirappalli,Manachanallur,Chiinakattukulam,10.9513,78.65,100.0,11.9,12,GN03
265,Tamil Nadu,Tiruchirappalli,Thuraiyur,Echampatty,11.0786,78.5792,154.0,5.3,5,GN03
266,Tamil Nadu,Tiruchirappalli,Uppliyapuram,Eragudi,11.201991,78.500297,154.0,5.3,5,GN03
267,Tamil Nadu,Tiruchirappalli,Uppliyapuram,Eragudi OW,11.201944,78.500435,154.0,5.3,5,GN03
268,Tamil Nadu,Tiruchirappalli,Trichy,K.Sathanur,10.7558,78.6822,88.0,5.3,5,GN03
269,Tamil Nadu,Tiruchirappalli,Thuraiyur,Kaliyampatty,11.0886,78.5792,111.0,5.3,5,GN03
270,Tamil Nadu,Tiruchirappalli,manachanallur,Kaluvaipatty,10.9581,78.6619,101.0,20.3,20,GN03
271,Tamil Nadu,Tiruchirappalli,Thottiyam,Kattuputhur Thottiyam EW,10.9921,78.22,111.0,11.3,11,GN03
272,Tamil Nadu,Tiruchirappalli,Thottiyam,Kattuputhur Thottiyam OW,10.9921,78.2201,113.0,10.6,11,GN03
273,Tamil Nadu,Tiruchirappalli,Trichy,Khajamalai CTO Complex,10.7753,78.6961,90.0,5.3,5,GN03
274,Tamil Nadu,Tiruchirappalli,Trichy,Kottapattu,10.7753,78.7025,87.0,22.7,23,GN03
275,Tamil Nadu,Tiruchirappalli,Srirangam,Kullumani,10.840019,78.593467,83.0,20.3,20,GN03
276,Tamil Nadu,Tiruchirappalli,Manachanallur,Manalipallam,10.953558,78.713845,86.0,18.1,18,GN03
277,Tamil Nadu,Tiruchirappalli,Musiri,Musiri,10.9597,78.4397,62.0,17.3,17,GN03
278,Tamil Nadu,Tiruchirappalli,Thuraiyur,Nallavenipatty,11.085,78.6111,117.0,5.3,5,CK01
279,Tamil Nadu,Tiruchirappalli,Musiri,Pulivalam,11.024621,78.621569,117.0,17.3,17,GN03
280,Tamil Nadu,Tiruchirappalli,Manikandam,Sedarapatty Manikandam Trichy,10.6792,78.5833,112.0,11.3,11,GN03
281,Tamil Nadu,Tiruchirappalli,sriranga,Srirangam,10.86512,78.677008,127.0,29.0,29,BG01
282,Tamil Nadu,Tiruchirappalli,Thottiyam,Thottiyam,11.002051,78.323826,90.0,11.3,11,GN03
283,Tamil Nadu,Tiruchirappalli,Thottiyam,Thottiyam OW,11.002051,78.323826,90.0,10.4,10,GN03
284,Tamil Nadu,Tiruchirappalli,Thuraiyur,Thuraiyur,11.149731,78.609413,145.0,14.95,15,CK01
285,Tamil Nadu,Tiruchirappalli,manachanallur,Tirupattur,11.047082,78.7485,101.0,5.3,5,GN03
286,Tamil Nadu,Tiruchirappalli,manachanallur,Tiruvasi,10.8881,78.8578,56.0,18.0,18,GN03
287,Tamil Nadu,Tiruchirappalli,Manachanallur,Tiruvasi OW,10.8881,78.8578,56.0,17.0,17,GN03
288,Tamil Nadu,Tiruchirappalli,Trichy,Trichy,10.8128,78.6767,83.0,5.3,5,GN03
289,Tamil Nadu,Tiruchirappalli,Trichy,Trichy old collectorate,10.8014,78.6772,85.0,5.3,5,GN03
290,Tamil Nadu,Tiruchirappalli,Trichy,Trichy OW,10.8128,78.6767,83.0,5.3,5,GN03
291,Tamil Nadu,Tiruchirappalli,Uppliyapuram,Uppliyapuram,11.248521,78.496954,129.0,18.3,18,GN03
292,Tamil Nadu,Tiruchirappalli,Uppliyapuram,Uppliyapuram OW,11.248521,78.496954,129.0,21.1,21,GN03
293,Tamil Nadu,Tiruchirappalli,Lalgudi,Uttatur,11.0761,78.8578,98.0,7.8,8,GN03
294,Tamil Nadu,Tiruchirappalli,Manachanallur,Valmalpalayam,10.9225,78.6208,223.0,5.3,5,GN03
295,Tamil Nadu,Tiruvallur,Gummudipoondi,M.N.Kandigai,13.27,79.67,186.0,15.0,15,GN03
296,Tamil Nadu,Tiruvallur,ummudipoondi,M.N.Kandigai,13.27,79.67,186.0,13.0,13,GN03
297,Tamil Nadu,Tiruvallur,Gummudipoondi,SETHALAPAKKAM,13.4551,79.9779,198.0,10.0,10,GN03
298,Tamil Nadu,Tiruvannamalai,Vellore,Abdullapuram,12.9136,79.0889,223.0,8.5,9,CK01
299,Tamil Nadu,Tiruvannamalai,Polur,Alliyalmangalam,12.4306,79.2083,186.0,23.0,23,GN03
300,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Anaipiranthan,12.2361,79.0417,186.0,7.0,7,CK01
301,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Attiyendal-II,12.2347,79.025,198.0,16.5,17,CK01
302,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Attiyendal-II-OW-1,12.2333,79.025,178.0,10.0,10,CK01
303,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Attiyendal-II-OW-2,12.2336,79.0253,180.0,19.6,20,CK01
304,Tamil Nadu,Tiruvannamalai,Polur,Ayampadi,12.6361,79.2333,157.0,17.0,17,GN03
305,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Chengunam,12.2319,79.2042,274.0,16.0,16,GN03
306,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Chittadurai,12.3278,79.1528,179.0,9.3,9,BG01
307,Tamil Nadu,Tiruvannamalai,Thellar,Desur,12.4436,79.4822,114.0,12.0,12,GN02
308,Tamil Nadu,Tiruvannamalai,Polur,Devakapuram-EW,12.3931,79.0611,186.0,16.0,16,CK01
309,Tamil Nadu,Tiruvannamalai,Polur,Devakapuram-OW,12.3931,79.0611,186.0,16.8,17,CK01
310,Tamil Nadu,Tiruvannamalai,Polur,Devanampattu-EW,12.38,79.0553,198.0,5.4,5,CK01
311,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Durgiammanendal,12.0792,79.0792,134.0,9.3,9,CK01
312,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Durgiammanendal-OW,12.0792,79.0792,165.0,9.3,9,CK01
313,Tamil Nadu,Tiruvannamalai,Pernamanllur,Eendal,12.4361,79.4181,126.0,26.6,27,CK01
314,Tamil Nadu,Tiruvannamalai,Pernamanllur,Erumbur,12.5597,79.5597,103.0,8.2,8,CK01
315,Tamil Nadu,Tiruvannamalai,Polur,Ettivadi,12.5236,79.0917,164.0,12.3,12,GN03
316,Tamil Nadu,Tiruvannamalai,Polur,Ettivadi-OW,12.5239,79.0919,164.0,5.8,6,GN03
317,Tamil Nadu,Tiruvannamalai,Chettuputtu,Gudalur (Madailagam),12.5808,79.2475,146.0,15.8,16,CK01
318,Tamil Nadu,Tiruvannamalai,Kilpennathur,Kadambai,12.2292,79.1917,142.0,13.8,14,GN03
319,Tamil Nadu,Tiruvannamalai,Polur,Kalampur,12.6194,79.2167,162.0,20.3,20,GN03
320,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Kalaspakkam,12.5058,79.1056,174.0,18.8,19,CK01
321,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Kalasthampadi,12.2903,79.1236,174.0,6.3,6,CK01
322,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Kamalaputhur,12.3,79.1361,183.0,6.3,6,CK01
323,Tamil Nadu,Tiruvannamalai,Polur,Kanji-EW,12.3783,78.9672,268.0,11.3,11,CK01
324,Tamil Nadu,Tiruvannamalai,Polur,Kannkurkhai-EW,12.44,79.421,216.0,9.8,18,CK01
325,Tamil Nadu,Tiruvannamalai,Thurinjapuram,Kariyendal,12.3689,79.0903,189.0,12.2,12,CK01
326,Tamil Nadu,Tiruvannamalai,Polur,Kelivur,12.5953,79.1528,175.0,11.3,11,CK01
327,Tamil Nadu,Tiruvannamalai,Kilpennathur,Kikkalur,12.3069,79.2675,134.0,10.4,10,GN03
328,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Kiliyapattu,12.2639,79.0972,159.0,19.0,19,BG01
329,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Kiliyapattu-OW,12.2639,79.0972,159.0,17.5,18,BG01
330,Tamil Nadu,Tiruvannamalai,Kilpennathur,Kilpennathur-EW,12.2347,79.2042,152.0,23.7,24,GN03
331,Tamil Nadu,Tiruvannamalai,Kilpennathur,Kilpennathur-OW,12.235,79.2044,152.0,25.7,26,GN03
332,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Kodykuppam,12.3292,79.1597,184.0,14.0,14,BG01
333,Tamil Nadu,Tiruvannamalai,Durinsapuram,Kovur-EW,12.3944,79.1681,179.0,26.3,26,CK01
334,Tamil Nadu,Tiruvannamalai,Durinsapuram,Kovur-OW,12.3944,79.1681,177.0,26.3,26,CK01
335,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Kumarakudi,12.2278,79.1361,144.0,13.5,14,GN03
336,Tamil Nadu,Tiruvannamalai,Polur,Kunnathur,12.5083,79.1083,182.0,17.3,17,CK01
337,Tamil Nadu,Tiruvannamalai,Polur,Kuppam,12.7236,79.1256,198.0,15.8,16,CK01
338,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Ladavaram,12.425,79.1467,176.0,19.1,19,CK01
339,Tamil Nadu,Tiruvannamalai,Pernamanllur,Mahadevi mangalam,12.5419,79.4056,136.0,26.3,26,CK01
340,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Malappampadi,12.2542,79.1708,156.0,14.4,14,CK01
341,Tamil Nadu,Tiruvannamalai,Thurinjapuram,Mallavadi,12.3317,79.0767,180.0,20.0,20,CK01
342,Tamil Nadu,Tiruvannamalai,Thurinjapuram,Mangalam pudur,12.3167,79.1511,163.0,18.0,18,CK01
343,Tamil Nadu,Tiruvannamalai,Chettuputtu,Maruthuvanbadi,12.4986,79.3172,141.0,18.3,18,CK01
344,Tamil Nadu,Tiruvannamalai,Polur,Melnachipatti-EW,12.2889,78.97,243.0,11.3,11,CK01
345,Tamil Nadu,Tiruvannamalai,Chengam,Melvanakkambadi PZ,12.2433,78.7573,293.0,15.8,16,GN03
346,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Meppathurai,12.3411,79.1778,184.0,20.0,20,CK01
347,Tamil Nadu,Tiruvannamalai,ChetPet,Modaiyur,12.5025,79.1922,161.0,9.6,10,CK01
348,Tamil Nadu,Tiruvannamalai,Chettupet,Modaiyur,12.5033,79.245,160.0,10.7,11,GN03
349,Tamil Nadu,Tiruvannamalai,ChetPet,Modaiyur(OW-1),12.5028,79.1925,162.0,9.3,9,CK01
350,Tamil Nadu,Tiruvannamalai,ChetPet,Modaiyurt(OW-2),12.5031,79.1928,162.0,9.5,10,CK01
351,Tamil Nadu,Tiruvannamalai,Polur,Mukkurumbi,12.6278,79.2208,159.0,12.6,13,GN03
352,Tamil Nadu,Tiruvannamalai,Polur,Nadu mangalam -EW,12.4069,79.0917,187.0,9.1,9,CK01
353,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Netchnativemalai,12.4442,79.06,225.0,16.1,16,CK01
354,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Northampoondy,12.325,79.2089,177.0,14.0,14,CK01
355,Tamil Nadu,Tiruvannamalai,Kilpennathur,Odiyanendal,12.2625,79.1694,159.0,11.3,11,GN03
356,Tamil Nadu,Tiruvannamalai,Chettuputtu,Padagam,12.4194,79.2039,183.0,9.45,10,CK01
357,Tamil Nadu,Tiruvannamalai,Polur,Padiyampatti,12.4828,79.8592,180.0,26.3,26,CK01
358,Tamil Nadu,Tiruvannamalai,Thurunchapuram,Periya Kilambady,12.3694,79.1083,184.0,11.4,11,CK01
359,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Periyagaram-EW,12.5389,79.1103,176.0,9.8,10,CK01
360,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Periyagaram-OW,12.5389,79.1103,180.0,15.2,15,CK01
361,Tamil Nadu,Tiruvannamalai,Polur,Polur,12.5192,79.1317,166.0,11.3,11,CK01
362,Tamil Nadu,Tiruvannamalai,Polur,Porkunnam-EW,12.3867,79.1153,182.0,12.0,12,CK01
363,Tamil Nadu,Tiruvannamalai,Polur,Pudupalayam,12.4736,79.1256,162.0,13.8,14,CK01
364,Tamil Nadu,Tiruvannamalai,ChetPet,Pulivendal,12.5028,79.1431,148.0,7.3,7,CK01
365,Tamil Nadu,Tiruvannamalai,Anakkavoor,Purasai,12.5808,79.5806,96.0,12.5,13,CK01
366,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Sattram,12.2694,79.1694,180.0,19.5,20,GN03
367,Tamil Nadu,Tiruvannamalai,Polur,Sedarambattu,12.7083,79.2194,187.0,9.8,10,GN03
368,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Seriyendal,12.2508,79.0822,165.0,18.8,19,CK01
369,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Seriyendal(OW-1),12.2511,79.0825,170.0,21.8,22,CK01
370,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Seriyendal(OW-2),12.2514,79.0828,171.0,21.8,22,CK01
371,Tamil Nadu,Tiruvannamalai,Kalaspakkam,Siruvallur,12.4858,78.9881,207.0,19.0,19,CK01
372,Tamil Nadu,Tiruvannamalai,Thellar,Thellar,12.4081,79.5483,96.0,12.0,12,CK01
373,Tamil Nadu,Tiruvannamalai,Thiruvannamalai,Thiruvannmalai hospital,12.2361,79.0792,173.0,17.4,20,CK01
374,Tamil Nadu,Tiruvannamalai,Polur,Tindivanam (Attimur ),12.5756,79.0994,190.0,9.3,9,GN03
375,Tamil Nadu,Tiruvannamalai,Tvmali,Vadaandapattu-EW,12.2589,79.0828,174.0,18.2,18,BG01
376,Tamil Nadu,Tiruvannamalai,Tvmali,Vadaandapattu-OW,12.2589,79.0828,174.0,17.3,17,BG01
377,Tamil Nadu,Tiruvannamalai,Polur,Valiyur,12.7236,79.1256,201.0,7.45,8,CK01
378,Tamil Nadu,Tiruvannamalai,Vandavasi,Vandavasi,12.5067,79.6014,77.0,12.0,12,CK01
379,Tamil Nadu,Tiruvannamalai,Polur,Vennmani,12.5125,79.1408,401.0,22.4,22,CK01
380,Tamil Nadu,Vellore,Tirupattur,Achimangaam EW,12.5256,78.5388,401.0,11.5,12,CK01
381,Tamil Nadu,Vellore,Madanur,Agaram,12.83,78.88,316.0,12.5,13,CK01
382,Tamil Nadu,Vellore,Alangayam,Alangayam,12.62,78.75,495.0,12.5,13,GN03
383,Tamil Nadu,Vellore,Tirupattur,Andiappanur,12.5367,78.7008,437.0,12.3,12,GN03
384,Tamil Nadu,Vellore,Tirupattur,Aneri EW,12.4653,78.5821,374.0,11.5,12,GN03
385,Tamil Nadu,Vellore,Kaveripakkam,Banavaram,13.01,79.49,122.0,18.0,18,GN03
386,Tamil Nadu,Vellore,Kaveripakkam,Banavaram,13.01,79.49,122.0,18.0,18,GN03
387,Tamil Nadu,Vellore,Kaveripakkam,Gudalur,13.086983,79.503762,90.0,14.0,14,GN03
388,Tamil Nadu,Vellore,Tirupattur,Jadiyanur EW,12.525409,78.621973,421.0,11.5,12,GN03
389,Tamil Nadu,Vellore,Kaniyambadi,Kaniyambadi,12.799702,79.187312,260.0,6.0,6,CK01
390,Tamil Nadu,Vellore,Kaniyambadi,Kaniyambadi,12.799702,79.187312,260.0,11.5,12,CK01
391,Tamil Nadu,Vellore,Kandhili,Koratti,12.4231,78.5547,362.0,13.2,13,GN03
392,Tamil Nadu,Vellore,Kandhili,Kurumberi,12.3854,78.6104,384.0,9.8,10,GN03
393,Tamil Nadu,Vellore,Pernambattu,Melpadi,13.0611,79.28,223.0,6.0,6,GN03
394,Tamil Nadu,Vellore,Tirupattur,Peddavepampattu EW,12.639171,78.632357,396.0,5.45,6,GN03
395,Tamil Nadu,Vellore,Katpadi,Tiruvalam,12.986014,79.252936,204.0,6.0,6,GR01
396,Tamil Nadu,Vellore,Shholinghur,Velam,12.99,79.3714,175.0,18.0,18,GN03
397,Tamil Nadu,Vellore,Shholinghur,Velam,12.99,79.3714,175.0,18.0,18,GN03
398,Tamil Nadu,Vellore,Walajah,Walajah,12.923396,79.356752,166.0,18.6,19,GN03
399,Tamil Nadu,Vellore,Walajah,Walajah,12.923396,79.356752,166.0,24.0,24,GN03
400,Tamil Nadu,Villupuram,Mugaiyur,Alampadi EW,11.9912,79.2878,96.0,19.0,19,GN03
401,Tamil Nadu,Villupuram,Melmalaiyanur,Aathipattu,11.818694,79.392685,121.0,5.8,6,GN03
402,Tamil Nadu,Villupuram,Vellore,Abdullapuram,12.9153,79.1231,210.0,8.5,9,CK01
403,Tamil Nadu,Villupuram,Vallam,Agalur,12.3202,79.48,86.0,12.4,12,GN03
404,Tamil Nadu,Villupuram,Mugaiyur,Alampadi EW,11.9911,79.2875,113.0,18.3,18,GN03
405,Tamil Nadu,Villupuram,Ginjee,Alampoondi -Reddipalayam,12.256446,79.311739,113.0,9.5,10,GN03
406,Tamil Nadu,Villupuram,Thiruvennainallur,Ammur EW,11.8406,79.3131,68.0,10.6,11,GN03
407,Tamil Nadu,Villupuram,Thiruvennainallur,Ammur OW,11.8408,79.3131,68.0,17.1,17,GN03
408,Tamil Nadu,Villupuram,Ginjee,Anaiyeri,12.141355,79.384474,93.0,6.1,6,GN03
409,Tamil Nadu,Villupuram,Melmalaiyanur,Arakammpoondi- Kuduvampoondi,12.3947,79.3658,130.0,14.8,15,GN03
410,Tamil Nadu,Villupuram,Kandachipuram,Arkandanallur EW,11.9819,79.2258,79.0,12.0,12,GN03
411,Tamil Nadu,Villupuram,Kandachipuram,Arkandanallur OW,11.9819,79.2258,132.0,8.0,8,GN03
412,Tamil Nadu,Villupuram,Vallam,Arugavoor,12.2982,79.5095,79.0,11.3,11,GN03
413,Tamil Nadu,Villupuram,Melmalaiyanur,Avalurpettai- Sevarampoondi,12.4103,79.3943,132.0,5.3,5,GN03
414,Tamil Nadu,Villupuram,Olakkur,Avanipur,12.2752,79.8149,24.0,5.4,5,CK01
415,Tamil Nadu,Villupuram,Vallam,Chellapiratty,12.29509,79.406862,94.0,5.3,5,GN03
416,Tamil Nadu,Villupuram,Mugaiyur,Chennagunam EW,11.9733,79.3492,104.0,8.0,8,GN03
417,Tamil Nadu,Villupuram,Vallam,Chinnaagaram EW,12.3529,79.4515,104.0,6.3,6,GN03
418,Tamil Nadu,Villupuram,Vallam,Chinnaagaram OW,12.3529,79.4515,104.0,6.3,6,GN03
419,Tamil Nadu,Villupuram,Mailam,Chinnanerkunam,12.149557,79.580677,116.0,8.3,8,GN03
420,Tamil Nadu,Villupuram,Tirukovilur,Cholavandipuram,11.8817,79.1269,124.0,53.55,54,GN03
421,Tamil Nadu,Villupuram,Ginjee,Devadanapettai,12.1906,79.323773,124.0,5.3,5,GN03
422,Tamil Nadu,Villupuram,Marakkanam,Endiyur,12.219076,79.698728,85.0,12.5,13,GN03
423,Tamil Nadu,Villupuram,Melmalaiyanur,Gengapuram,12.3652,79.4005,116.0,5.3,5,GN03
424,Tamil Nadu,Villupuram,Gingee,Gingee,12.249757,79.388972,41.0,22.7,23,GN03
425,Tamil Nadu,Villupuram,Rishivandiyam/ Tirukovilur,Kadavanur,11.9461,78.9497,94.0,16.9,17,CK01
426,Tamil Nadu,Villupuram,Mailam,Kalakolathur,12.1352,79.6494,33.0,12.7,13,CK01
427,Tamil Nadu,Villupuram,Olakkur,Karpuir,12.246,79.762,41.0,2.3,2,CK01
428,Tamil Nadu,Villupuram,Ginjee,Kavarai,12.206544,79.410304,94.0,8.3,8,GN03
429,Tamil Nadu,Villupuram,Marakkanam,Kiliyanur,12.1059,79.744,18.0,16.0,16,CK01
430,Tamil Nadu,Villupuram,Vallam,Kilpappampadi,12.197323,79.473784,76.0,14.3,14,GN03
431,Tamil Nadu,Villupuram,Ginjee,Kothandaramar temple,12.2529,79.4813,68.0,8.3,8,GN03
432,Tamil Nadu,Villupuram,Mailam,Kotteripattu,12.158097,79.603405,50.0,17.3,17,CK01
433,Tamil Nadu,Villupuram,Ginjee,Krishnapuram EW,12.1358,79.3428,126.0,8.5,9,GN03
434,Tamil Nadu,Villupuram,Ginjee,Krishnapuram OW,12.1358,79.3428,126.0,6.7,7,GN03
435,Tamil Nadu,Villupuram,Melmalaiyanur,Kundalampattu,12.3617,79.2634,142.0,14.0,14,CK01
436,Tamil Nadu,Villupuram,Vallam,Kurinjipai,12.226133,79.457275,80.0,4.3,4,GN03
437,Tamil Nadu,Villupuram,Tirukovilur,Manalurpet EW,12.016244,79.090531,122.0,12.0,12,GN03
438,Tamil Nadu,Villupuram,Melmalaiyanur,Manandal-Mottur,12.304091,79.284391,122.0,5.3,5,GN03
439,Tamil Nadu,Villupuram,Ginjee,Meledayalam,12.2333,79.4325,86.0,9.0,9,GN03
440,Tamil Nadu,Villupuram,Melmalaiyanur,Melvailamur,12.336022,79.325646,157.0,17.0,17,CK01
441,Tamil Nadu,Villupuram,Ginjee,Moolanellimalai,12.1583,79.3597,120.0,15.8,16,GN03
442,Tamil Nadu,Villupuram,Mailam,Naduvananthal EW,12.29,79.574,85.0,9.3,9,GN03
443,Tamil Nadu,Villupuram,Mailam,Naduvananthal OW,12.29,79.574,85.0,11.3,11,GN03
444,Tamil Nadu,Villupuram,Ginjee,Nallampillaipetral,12.181561,79.246164,140.0,14.2,14,GN03
445,Tamil Nadu,Villupuram,Olakkur,Nolambur,12.211,79.592,52.0,7.3,7,CK01
446,Tamil Nadu,Villupuram,Ginjee,Oddampattu,12.1514,79.4322,77.0,10.0,10,GN03
447,Tamil Nadu,Villupuram,Marakkanam,Omandur,12.1601,79.6994,27.0,14.3,14,CK01
448,Tamil Nadu,Villupuram,Olakkur,Ongur,12.3232,79.780851,30.0,8.8,9,CK01
449,Tamil Nadu,Villupuram,Thiyagadurgam,Pallakcheri EW,11.7817,79.0364,70.0,10.7,11,CK01
450,Tamil Nadu,Villupuram,Mailam,Pampoondi,12.28,79.603,70.0,12.3,12,GN03
451,Tamil Nadu,Villupuram,Mailam,Peramandur,12.2116,79.5929,54.0,5.8,6,CK01
452,Tamil Nadu,Villupuram,Mailam,Perani,12.117,79.552,45.0,16.0,16,GN03
453,Tamil Nadu,Villupuram,Mailam,Perapantangal,12.2353,79.5766,63.0,11.3,11,GN03
454,Tamil Nadu,Villupuram,Melmalaiyanur,Peravalur,12.169065,79.746565,150.0,5.3,5,CK01
455,Tamil Nadu,Villupuram,Mailam,Periyathatchur,12.107,79.534,51.0,14.3,14,GN03
456,Tamil Nadu,Villupuram,Tirukovilur,Ponniyendal EW,11.905226,79.084387,154.0,7.5,8,GN03
457,Tamil Nadu,Villupuram,Tirukovilur,Ponniyendal OW,11.905083,79.085529,114.0,7.5,8,GN03
458,Tamil Nadu,Villupuram,Melmalaiyanur,Rajapalayam- Sangalikuppam,12.376994,79.321116,130.0,13.5,14,GN03
459,Tamil Nadu,Villupuram,Melmalaiyanur,Sanjeevarayanpettai,12.44,79.3344,154.0,21.0,21,CK01
460,Tamil Nadu,Villupuram,Olakkur,Saram,12.282862,79.710581,85.0,11.3,11,GN03
461,Tamil Nadu,Villupuram,Melmalaiyanur,Sathampadi,12.3775,79.3591,128.0,8.3,8,GN03
462,Tamil Nadu,Villupuram,Melmalyanur,Sevalapurai,12.296483,79.343035,97.0,13.7,14,GN03
463,Tamil Nadu,Villupuram,Ginjee,Thadagam,12.159095,79.247433,153.0,8.2,8,GN03
464,Tamil Nadu,Villupuram,Vallam,Thaiyur,12.2099,79.4719,77.0,5.3,5,GN03
465,Tamil Nadu,Villupuram,Mailam,Thenalappkam,12.099,79.616,44.0,11.3,11,BG01
466,Tamil Nadu,Villupuram,Olakkur,Thennampoondi,12.233807,79.791064,31.0,9.8,10,CK01
467,Tamil Nadu,Villupuram,Mailam,Thondur (Chendur),12.1256,79.5871,46.0,5.3,5,CK01
468,Tamil Nadu,Villupuram,Vallam,Thondur,12.356,79.4769,94.0,10.4,10,GN03
469,Tamil Nadu,Villupuram,Olakkur,Tindivanam EW,12.224,79.647,44.0,11.3,11,CK01
470,Tamil Nadu,Villupuram,Olakkur,Tindivanam OW,12.224,79.647,44.0,14.3,14,CK01
471,Tamil Nadu,Villupuram,Tirukovilur,Tirukovilur EW,11.9661,79.1992,97.0,28.7,29,GN03
472,Tamil Nadu,Villupuram,Tirukovilur,Tirukovilur OW,11.9661,79.1992,97.0,9.7,10,GN03
473,Tamil Nadu,Villupuram,Villupuram,V.Palayam OW,11.9292,79.4608,50.0,31.0,31,GN 03
474,Tamil Nadu,Villupuram,Villupuram,"V.Palayam, EW",11.9292,79.4608,50.0,36.0,36,GN03
475,Tamil Nadu,Villupuram,Mugaiyur,Veerapondy,12.052727,79.211488,114.0,7.2,7,GN03
476,Tamil Nadu,Villupuram,Tirukovilur,Vengoor Colony EW,11.900774,79.185176,90.0,15.5,16,GN03
477,Tamil Nadu,Villupuram,Tirukovilur,Vengoor Colony OW,11.900771,79.183032,90.0,16.75,17,GN03
478,Tamil Nadu,Virudhunagar,Rajapalayam,Kalamanayakanpatti,9.35,77.66667,98.0,26.0,26,GN03
479,Tamil Nadu,Virudhunagar,Virudhunagar,Kannisseypathur,9.462146,77.8995,74.0,13.0,13,GN03
